-1	0	1	2	3	4	5	6	7	8	9	10	feature_idx
-0.7922266016322113	-0.35327131226128017	-2.5081520825458314	0.6430767109673949	0.6504177970883362	0.3043677306853419	0.799095034418781	-0.016928231295384878	-0.7210214576368823	0.22086161431050214	0.12238625763934771	1.6513945402618861	0
-1.4325024539385909	1.5869697464271648	0.8142708816480959	1.1415399258474828	1.1158703295364152	0.5865972990662706	-0.1689621603850139	-0.6212295152649487	-0.7518132732696343	-0.9454691135758936	-1.2045896887960328	-0.12068197729531475	1
-0.5053595692451925	0.2618155831405688	0.7318923174698855	0.32477879222844536	-0.8440471935871441	-1.1852307862865517	-0.10532968057613243	-0.6429687616628708	-0.3223772147569925	-0.11262476075491663	0.691908816290963	1.7075424577399372	2
-0.24996522179134423	-2.1857069316321467	0.9543191583649998	0.21687896488559077	0.7095279038124158	0.6983435787149842	0.24976097894741536	-0.2107958820593487	-0.2699763208341878	-0.2702557367458368	0.02792125737979297	0.3299482509576659	3
-0.9291770838474107	-0.429306700443553	-0.02050070372661247	0.7914426547407667	-0.7051929844010545	-0.49318522817764104	0.9819954678689645	1.0312584456100167	0.20293723913087144	0.45850186079047145	-0.5698933301440812	-0.3188796374007384	4
-0.295960413212847	-0.05334494125132083	0.3149494377220212	0.9198515087675121	-0.35625264481718605	-0.14611262837630762	0.46649860066037796	0.2743350108720356	-0.08501043386441624	0.22315224506779147	-0.3891408989817247	-0.8729648425859358	5
-0.44720767562913527	0.09115950405430598	0.39890744015819296	-0.542092421149247	-0.0025599544870150625	0.138225709851162	-0.664603981358622	-0.3151684237947673	0.0665607152141399	0.5298348836618458	-0.0723129838075094	0.8192571872866493	6
0.02010767482765095	0.22478610118799708	0.030014366046086417	-0.6405090846931975	0.1361943238354317	0.31083659969187016	0.24094911640611466	0.3890242184752592	-0.11143673303614025	-0.07790634473010957	0.20840576712308911	-0.730466005134052	7
0.2037384692156043	0.10388204847917329	0.07588684791882676	-0.7343311855197435	-0.23127378817872646	-0.03096697512432391	0.49150564368079125	0.28698753648383224	-0.4636028704171037	0.29860735884146644	-0.14001462180982707	0.13958153643003038	8
0.3533790486704841	-0.04079333546056339	-0.032233634800268744	0.23759437030952704	0.012599552575760809	-0.013684768525138925	-0.49407704279697756	-0.26893484060843714	-0.3308316367442297	0.6817068104066104	0.013843995532290734	-0.11856851855905752	9
0.555411587048568	-0.037735701922917406	-0.08882069628930137	0.49467923944534803	-0.36484340540973725	0.33759332669660663	-0.9844631614524415	-0.20603094002508837	-0.05602593481413552	0.20674424895045626	0.410253209922212	-0.26676177214956964	10
0.5768944966249645	0.027836604216654584	0.034718075590473	0.04902679473551362	-0.27865154865932223	0.18355073262818614	-0.08571636992346333	0.35018456952179317	-0.16455674843431523	-1.0943708439279494	0.005542452839076871	0.39554178478838803	11
0.024657573028813957	-0.02606681973991539	0.015185798490371782	0.09870133929797317	-0.13399197095153978	0.06420980384408373	-0.12429143640017125	0.337194155163755	-0.07088919145456046	-0.1996706357359755	0.3038893028998892	-0.2889279184427244	12
0.2180063678633079	0.0033954583931109237	0.04227592808414627	-0.017695719474256306	-0.07290239289677485	-0.005288110798522387	0.6882037860640425	-0.683294553070334	-0.39254692049613904	0.35312499328729785	0.2112087739444107	-0.3444876109002898	13
0.5821074891370507	-0.049933329340396654	-0.03655919853212929	-0.059757790957599775	-0.16493924886097117	0.1393088838430217	0.046549530947215104	0.07549145641505314	-0.19269413267314053	0.11746883437263561	-0.4541803035482382	-0.0028621908025007305	14
0.03721215894440458	-0.06952015578582404	-0.042262828742379646	-0.045079383399751156	0.19055168560633737	-0.12409950701381968	-0.2225127183239302	0.2200895500907304	0.04179338890355795	0.347985525778832	-0.27245367692635464	-0.06170403913180293	15
0.11727157979298329	0.011187958705358996	-0.0263584065801496	0.034598927810059334	-0.07705404393989541	0.04826663521379007	0.37359323113238896	-0.33953880740524406	0.14963688763435382	-0.5270261120235177	0.321159839492599	-0.08573768983272675	16
0.09786745686286326	-0.0038166219175210037	0.024228948043192866	0.02417425584426454	0.32850705139853775	-0.1726799725583904	0.059164525251386074	0.030915799809309377	-0.07323714101515724	-0.5180216255508644	0.15273463840799012	0.05016268542438879	17
-0.25870465780531904	-0.007924952845986393	0.025345421030199582	-0.02198783548011777	0.03453364551575416	-0.01134869346838868	-0.1134171070528471	0.17072203691554122	-0.037490162030025906	0.018471657337181424	0.16263588996178183	0.039164757922226755	18
0.34945000663220804	-0.027963225741620804	-0.020862346172992936	0.037358248468709256	0.07231749607930608	-0.0074974399196554384	-0.12271872363201118	-0.14931508120078765	-0.1656046698381618	0.12357857693917515	-0.04834615852156469	-0.04039668309260408	19
-0.0016281970210488138	0.02535547007897261	-0.011897495572681265	0.012524673238295205	-0.0741950104930503	0.052473337595085615	0.025116494476748977	-0.23513065859871682	0.18929095813123203	-0.0018066493675466969	0.1794508012459813	-0.15955372371327173	20
