0	1	2	3	4	5	6	feature_idx
-0.9750675428569471	-0.28040598387067434	1.4885492408968146	0.6708398969519183	0.6810311506743125	0.7739458639440717	-2.358892625739496	0
-2.3792522993148046	1.3530503102884266	-1.0649330871679372	0.9625729386712153	0.9268318542418374	-0.34198826118892023	0.5437185444701829	1
-1.1218793436840682	0.1784369929059007	1.9274968666936616	0.2580894276497317	-1.6770029301626412	-0.1623533703322566	0.5972123569296716	2
-0.726081266683728	-2.0586094315117998	0.28883319467060736	0.26110661568821425	1.0528168885652618	0.2514283375479705	0.9305056617234738	3
0.36172373670926034	-0.4181481366405392	-0.7287263898145989	0.7398947943314619	-0.9164020275834813	0.9458274400775053	0.015830582920391786	4
-0.2033350591126078	-0.09293243131768919	-0.7492040846831757	0.8397864187360443	-0.44861908255215	0.4010313155976713	0.2532729233319072	5
-0.2687506284715036	0.11701532615247241	0.6235105016546829	-0.4871727523761585	0.20308416508521757	-0.5985769945778805	0.41089038253316956	6
-0.1686713562683183	0.23651258876944017	-0.20766460765869657	-0.5968907769525131	0.41785471606815056	0.26653504717105075	0.05232438887088661	7
0.08103920549086571	0.10029748156109766	0.1534634503597274	-0.6980814665439978	-0.1695952604118256	0.48852900893017004	0.04434758061396278	8
0.1379641086134826	-0.043643021366069026	0.23042121863069973	0.23013291476993714	-0.04024481125553501	-0.4798487798082436	-0.03478162958427185	9
0.2808912299027535	-0.031122258782507066	0.1788662541276597	0.4864560901882915	0.0969820882372677	-0.9332452307357582	-0.07882817293770697	10
-0.1224473237025868	0.02884600812179548	0.0810466948815481	0.05032169602003573	-0.0036049999174111716	-0.07134290802246644	0.03718083261908513	11
0.25127375892279	-0.028118367307904443	-0.18832098880362724	0.09567717475397448	-0.0249374834088638	-0.11112779133116425	0.005553697174795249	12
-0.2884652384701359	-0.015373967293542266	-0.23666193573295566	-0.04194241045621276	-0.04699470482539691	0.6179335376818771	0.01150471909636614	13
0.058715077126433146	-0.04826826831263546	0.020020422011287228	-0.05842487396877627	0.031794429722250495	0.037496965275459274	-0.041333751854018434	14
0.42282930297353233	-0.06238746536152225	-0.0783514966124798	-0.0363810094382157	0.0003626581336421557	-0.20240395605708172	-0.04366803363787492	15
-0.299299468721173	0.0015302564713045976	0.004465384798508692	0.021929276368654174	-0.03764036828964927	0.3417465526251258	-0.03273163325277102	16
0.08973481721527687	-0.0018597606283276787	-0.21002765955623282	0.022778907791931126	0.016933124720955657	0.0566855236028852	0.02575504685351168	17
0.05641250479491867	-0.0032622480476131154	0.014085300174231062	-0.016933799283054624	0.021020534344724017	-0.10097561767963717	0.029653325696431185	18
0.08391311554058478	-0.02544979380269912	0.022625780619012298	0.03678244269898301	0.015998953425397672	-0.1174185590606857	-0.016451939420592934	19
0.034273606806390286	0.024522940614124484	-0.11775078132321964	0.009858371142159957	0.03406832846495015	0.02084025527896296	-0.005812720983368167	20
