class_0	class_1	class_2	class_3	class_4	class_5	class_6	class_7	class_8	class_9	class_10	class_11	class_12	class_13	class_14	class_15	feature_idx
-0.22750342561989048	-0.6399242961171034	-0.6112158977236097	0.19763820134844112	-0.5911583218951136	0.2830037318297743	0.36708989914769985	-0.3712075382726614	0.08979606628915449	-0.42376230369547496	-0.024176935634728093	-0.07348832183294242	0.10940876214328109	-0.051272159322184443	0.1772517894677131	0.22848856354169986	0
-0.879508079283849	-0.0060598109542407685	-0.2727532684013677	-0.25012411554638814	-0.6034511611531197	0.8037836994213009	-0.5868257050218237	0.08139454761642183	-0.08480530669316003	0.1535077367952762	-0.0716400273259807	0.02080244087559645	0.024198972002130715	0.0022991080840585	-0.024956314407286278	-0.027592171393081063	1
1.007521280639265	1.2216505690191273	0.97176299624332	-1.5572221117685576	-1.1344852644975358	-0.5139501248172821	-0.12514899709533744	-0.3533801612525326	0.22190125924231713	0.006552014146845677	0.11695695259454798	-0.019220537080336386	-0.024226626010773192	-0.004162553356455108	0.027955452119324428	-0.0034789102057424135	2
0.8811372339194773	1.215406120314141	-0.3777708506904053	-0.12057387544031636	0.6755375165674806	0.8756481124932566	0.37882100966567683	0.6579990996745164	0.5790442274968912	-0.2182417124958072	0.38947318133139813	-0.019456726855435483	0.11533752621428485	-0.029700122281401623	-0.03579423914360959	-0.04874072416797722	3
-2.048269262971085	1.1581561193666763	-0.8702217499125412	-0.46383828844968644	0.5087387428548827	-0.5046378018962792	0.06953911945892999	-0.13602007858354837	0.04115550626913607	-0.08776803919689083	0.012100058272446304	0.011131593932002627	-0.00991987022236708	0.04710633682081137	0.004664970160207589	-0.028037898845789038	4
0.010656881159594341	1.5930117505990111	0.47354632196597746	2.1028595858995685	-0.4547996759323822	-0.1200389591897516	-0.13600280608117077	-0.2712553570717375	-0.06883243396336403	0.039329584937010977	-0.01589686395951114	0.010826610629908882	-0.011980447965934202	0.013036867507172006	-0.015931821326481074	-0.06652923026569933	5
-0.7344323636337063	-0.6445399351223757	0.34475379643722337	0.1768236861205328	-0.11520367855505713	-0.2361489414981177	-0.10104326386829039	0.23899813095183584	0.5743145023361259	0.13304134775357476	-0.23301297717273184	0.0017052794409986556	-0.11642490563434996	-0.07672499144876424	0.10584261927958387	0.011800200408583181	6
1.2614278438365791	-1.385988730845219	-1.832302549874224	0.34061477746105334	-0.43534916541772717	-1.1687636526976555	-0.43259028428519547	0.4087942338708903	0.003921682133013709	0.39870068105851175	0.3900314879834915	0.27942622023994346	0.5160021884032967	-0.35476322233851737	0.03681400628226107	-0.31811337062630135	7
1.1249690835377648	-0.09822572259090866	-0.06540743702752373	-0.3705915406320885	0.8515685202091535	0.4523631459721902	0.5030945177100813	-0.2896481942694083	-0.423315191268804	0.5941183027959389	-0.8633862249733628	-0.012891070852561599	-0.20104026684298668	0.6441522241411612	0.07893663519017419	-0.1418358195431156	8
0.48625527909986627	-1.2990474377512928	0.16783141868979107	0.15850380838416078	0.5429880618626373	-0.10698791334104785	-0.6804910551101246	0.05159890164693059	-0.23514509006992895	-0.5917186493663765	0.2610688844601472	-0.8832161814159608	-0.5953296116484442	0.33994640999636205	-0.3826409942224148	0.27243823012122526	9
-0.4582266602804964	-0.46563064078332617	0.8716258713018845	0.0029422498817068474	0.31165839033172604	0.10778319281847612	-0.13121569348009537	-0.06261439079962658	-0.011592899079744336	-0.30818080527769265	0.12654078289302093	0.44553797617290153	-0.11982688570737672	0.11745881948336057	-0.1054222327098315	0.024340536633069856	10
0.32240298769322295	-0.4812885153867546	0.7411768457945679	-0.15672138943055947	1.0451553146522614	0.21188462649911735	0.2471639592055567	-0.47575216814392274	-0.24614231615634466	0.22017454512025753	-0.1669546535532513	0.23050869050952177	0.3664899761580841	-0.6047016742123066	0.13272086602348152	0.13099743739805914	11
-0.7464307980967424	-0.1675194697477347	0.4589745031969075	-0.06031098782786767	-0.6011992790272065	-0.0839391155939812	0.6276092997540931	0.5210929746328429	-0.4403000065352927	0.08424729742482616	0.07889633508451377	0.008334026236363175	-0.05268881088884526	-0.042675043073296726	0.0005592632868773913	-0.03373684305493116	12
